,Close
2022-05-24,22.483570765056164
2022-05-25,19.308678494144075
2022-05-26,23.23844269050346
2022-05-27,27.615149282040125
2022-05-28,18.829233126383322
2022-05-29,18.8293152152541
2022-05-30,27.896064077536955
2022-05-31,23.837173645764544
2022-06-01,17.65262807032524
2022-06-02,22.712800217929825
2022-06-03,17.682911535937688
2022-06-04,17.671351232148716
2022-06-05,21.20981135783017
2022-06-06,10.43359877671101
2022-06-07,11.375410837434837
2022-06-08,17.188562353795138
2022-06-09,14.93584439832788
2022-06-10,21.571236662976368
2022-06-11,15.459879622393945
2022-06-12,12.938481493323541
2022-06-13,27.32824384460777
2022-06-14,18.871118497567323
2022-06-15,20.33764102343962
2022-06-16,12.876259068932717
2022-06-17,17.278086377374088
2022-06-18,20.55461294854933
2022-06-19,14.245032112888486
2022-06-20,21.87849009172836
2022-06-21,16.996806550405974
2022-06-22,18.541531251033618
2022-06-23,16.991466938853016
2022-06-24,29.261390922544688
2022-06-25,19.93251387631033
2022-06-26,14.711445355220501
2022-06-27,24.112724560515947
2022-06-28,13.895781750144888
2022-06-29,21.044317975023777
2022-06-30,10.201649380601122
2022-07-01,13.359069755507848
2022-07-02,20.984306179345616
2022-07-03,23.692332899977053
2022-07-04,20.85684140594985
2022-07-05,19.421758588058797
2022-07-06,18.494481522053555
2022-07-07,12.607390048162863
2022-07-08,16.400778958026457
2022-07-09,17.696806145201062
2022-07-10,25.28561113109458
2022-07-11,21.71809144784231
2022-07-12,11.18479922318633
2022-07-13,21.620419846973974
2022-07-14,18.074588597918417
2022-07-15,16.615389998470206
2022-07-16,23.05838144420434
2022-07-17,25.154997612479754
2022-07-18,24.656400595580994
2022-07-19,15.803912383886807
2022-07-20,18.453938120743928
2022-07-21,21.65631715701782
2022-07-22,24.877725635611796
2022-07-23,17.60412881077355
2022-07-24,19.071705116680914
2022-07-25,14.468325129969859
2022-07-26,14.018966879596647
2022-07-27,24.062629111970992
2022-07-28,26.781200142854114
2022-07-29,19.63994939209833
2022-07-30,25.01766448946012
2022-07-31,21.80818012523817
2022-08-01,16.77440122697438
2022-08-02,21.80697802754207
2022-08-03,27.690182832329846
2022-08-04,19.820869804450243
2022-08-05,27.82321827907003
2022-08-06,10.0
2022-08-07,24.10951252187612
2022-08-08,20.435235341190857
2022-08-09,18.50496324767066
2022-08-10,20.45880388267751
2022-08-11,10.062155426995536
2022-08-12,18.90164056081244
2022-08-13,21.78556285755873
2022-08-14,27.38947022370758
2022-08-15,17.40864890863176
2022-08-16,15.957531985534063
2022-08-17,17.491214782077318
2022-08-18,24.57701058851037
2022-08-19,21.643755548298422
2022-08-20,17.351198981164806
2022-08-21,22.56633716556678
2022-08-22,20.4853877467402
2022-08-23,24.843224952664446
2022-08-24,16.489734530613237
2022-08-25,18.361689267011158
2022-08-26,18.039459234339212
2022-08-27,12.682425259339407
2022-08-28,21.48060138532288
2022-08-29,21.305276360899448
2022-08-30,20.025567283212304
2022-08-31,18.827064333124262
2022-09-01,12.92314628974793
2022-09-02,17.896773386173205
2022-09-03,18.286427417366152
2022-09-04,15.988613653891905
2022-09-05,19.193571441669953
2022-09-06,22.020254284072692
2022-09-07,29.43092950605265
2022-09-08,20.872889064159196
2022-09-09,21.28775195361382
2022-09-10,19.627770421169163
2022-09-11,10.406143923504793
2022-09-12,19.867430622753915
2022-09-13,20.301151049705133
2022-09-14,30.0
2022-09-15,19.038195176094387
2022-09-16,21.507736711668063
2022-09-17,19.826441151473784
2022-09-18,14.15660981190234
2022-09-19,25.714114072575104
2022-09-20,23.75966516343387
2022-09-21,23.955159735215233
2022-09-22,15.453062726026305
2022-09-23,27.013971554680495
2022-09-24,12.990744686038596
2022-09-25,22.934285469001352
2022-09-26,30.0
2022-09-27,15.047318374346558
2022-09-28,17.16851135198614
2022-09-29,20.498256825438204
2022-09-30,17.482621729419005
2022-10-01,12.246682844669337
2022-10-02,20.342814874030136
2022-10-03,14.688481431369475
2022-10-04,22.36796215317591
2022-10-05,15.402878828830984
2022-10-06,27.749672025087698
2022-10-07,16.083733538318814
2022-10-08,18.389692418971624
2022-10-09,24.067586086848348
2022-10-10,13.845678417830223
2022-10-11,21.137299673020646
2022-10-12,26.53571377141214
2022-10-13,11.962583827193862
2022-10-14,20.92316929266152
2022-10-15,21.299413971242117
2022-10-16,23.90911435888655
2022-10-17,13.81524644560959
2022-10-18,13.397716934578618
2022-10-19,22.60970782808449
2022-10-20,21.48492336616593
2022-10-21,21.252464251729382
2022-10-22,21.73224104748488
2022-10-23,16.599876392107547
2022-10-24,21.161268485805017
2022-10-25,21.465362366493405
2022-10-26,16.42824290986816
2022-10-27,29.328872555723784
2022-10-28,22.36916460455894
2022-10-29,14.043482513986756
2022-10-30,23.28276804316915
2022-10-31,15.126591648863393
2022-11-01,23.93542301871226
2022-11-02,25.79297789503702
2022-11-03,15.896588408241447
2022-11-04,24.81688064622161
2022-11-05,22.06390463468249
2022-11-06,24.11030079997245
2022-11-07,29.483964913269737
2022-11-08,18.773059419985646
2022-11-09,16.23131917821255
2022-11-10,15.552427851872384
2022-11-11,15.920948575172808
2022-11-12,19.614491452929478
2022-11-13,21.705759874083217
2022-11-14,21.383453996650097
2022-11-15,24.13591624518012
2022-11-16,20.065009459389536
2022-11-17,27.267670385786584
2022-11-18,18.67671583381022
2022-11-19,30.0
2022-11-20,23.12833673882503
2022-11-21,15.714212217918588
2022-11-22,14.645537509694439
2022-11-23,22.412362076215928
2022-11-24,18.882686073370746
2022-11-25,23.57000247046046
2022-11-26,22.366188122867726
2022-11-27,19.635855436715637
2022-11-28,15.766031409657975
2022-11-29,12.425763876570677
2022-11-30,17.767425239664895
2022-12-01,24.28199397161736
